datetime,units,updated_at,value,variable
2022-07-27T17:15:32Z,w,2022-07-27T17:30:04Z,710.375,pv_2_pac
2022-07-27T17:10:32Z,w,2022-07-27T17:30:04Z,743.25,pv_2_pac
2022-07-27T17:05:31Z,w,2022-07-27T17:30:04Z,777.875,pv_2_pac
2022-07-27T17:00:31Z,w,2022-07-27T17:30:04Z,814.0,pv_2_pac
2022-07-27T16:55:31Z,w,2022-07-27T17:30:04Z,848.555556,pv_2_pac
2022-07-27T16:50:31Z,w,2022-07-27T17:30:04Z,876.5,pv_2_pac
2022-07-27T16:45:31Z,w,2022-07-27T17:00:04Z,907.888889,pv_2_pac
2022-07-27T16:40:30Z,w,2022-07-27T17:00:04Z,939.888889,pv_2_pac
2022-07-27T16:35:30Z,w,2022-07-27T17:00:04Z,973.111111,pv_2_pac
2022-07-27T16:30:30Z,w,2022-07-27T17:00:03Z,1000.625,pv_2_pac
2022-07-27T16:25:30Z,w,2022-07-27T17:00:03Z,1029.875,pv_2_pac
2022-07-27T16:20:30Z,w,2022-07-27T16:30:03Z,1058.444444,pv_2_pac
2022-07-27T16:15:30Z,w,2022-07-27T16:30:03Z,1093.111111,pv_2_pac
2022-07-27T16:10:30Z,w,2022-07-27T16:30:03Z,1122.625,pv_2_pac
2022-07-27T16:05:30Z,w,2022-07-27T16:30:03Z,1149.555556,pv_2_pac
2022-07-27T16:00:30Z,w,2022-07-27T16:30:03Z,1168.125,pv_2_pac
2022-07-27T15:55:30Z,w,2022-07-27T16:30:03Z,1195.375,pv_2_pac
2022-07-27T15:50:30Z,w,2022-07-27T16:30:03Z,1228.666667,pv_2_pac
2022-07-27T15:45:30Z,w,2022-07-27T16:00:03Z,1254.5,pv_2_pac
2022-07-27T15:40:31Z,w,2022-07-27T16:00:03Z,1279.5,pv_2_pac
2022-07-27T15:35:31Z,w,2022-07-27T16:00:03Z,1305.888889,pv_2_pac
2022-07-27T15:30:51Z,w,2022-07-27T16:00:03Z,1326.875,pv_2_pac
2022-07-27T15:25:50Z,w,2022-07-27T16:00:03Z,1346.0,pv_2_pac
2022-07-27T15:20:50Z,w,2022-07-27T15:30:04Z,1369.0,pv_2_pac
2022-07-27T15:15:49Z,w,2022-07-27T15:30:04Z,1385.0,pv_2_pac
2022-07-27T15:10:49Z,w,2022-07-27T15:30:04Z,1405.25,pv_2_pac
2022-07-27T15:05:49Z,w,2022-07-27T15:30:04Z,1424.555556,pv_2_pac
2022-07-27T15:00:50Z,w,2022-07-27T15:30:04Z,1436.75,pv_2_pac
2022-07-27T14:55:49Z,w,2022-07-27T15:30:04Z,1451.375,pv_2_pac
2022-07-27T14:50:49Z,w,2022-07-27T15:30:04Z,1467.333333,pv_2_pac
2022-07-27T14:45:49Z,w,2022-07-27T15:00:03Z,1474.777778,pv_2_pac
2022-07-27T14:40:48Z,w,2022-07-27T15:00:03Z,1491.625,pv_2_pac
2022-07-27T14:35:48Z,w,2022-07-27T15:00:03Z,1499.666667,pv_2_pac
2022-07-27T14:30:48Z,w,2022-07-27T15:00:03Z,1500.75,pv_2_pac
2022-07-27T14:25:48Z,w,2022-07-27T14:30:04Z,1506.625,pv_2_pac
2022-07-27T14:20:48Z,w,2022-07-27T14:30:04Z,1518.777778,pv_2_pac
2022-07-27T14:15:48Z,w,2022-07-27T14:30:04Z,1539.0,pv_2_pac
2022-07-27T14:10:48Z,w,2022-07-27T14:30:04Z,1561.444444,pv_2_pac
2022-07-27T14:05:48Z,w,2022-07-27T14:30:04Z,1565.5,pv_2_pac
2022-07-27T14:00:48Z,w,2022-07-27T14:30:04Z,1566.375,pv_2_pac
2022-07-27T13:55:48Z,w,2022-07-27T14:30:04Z,1583.5,pv_2_pac
2022-07-27T13:50:48Z,w,2022-07-27T14:00:03Z,1600.333333,pv_2_pac
2022-07-27T13:45:48Z,w,2022-07-27T14:00:03Z,1614.5,pv_2_pac
2022-07-27T13:40:46Z,w,2022-07-27T14:00:03Z,1619.333333,pv_2_pac
2022-07-27T13:35:46Z,w,2022-07-27T14:00:03Z,1629.875,pv_2_pac
2022-07-27T13:30:46Z,w,2022-07-27T14:00:03Z,1629.5,pv_2_pac
2022-07-27T13:25:46Z,w,2022-07-27T14:00:03Z,1640.777778,pv_2_pac
2022-07-27T13:20:46Z,w,2022-07-27T13:30:04Z,1638.0,pv_2_pac
2022-07-27T13:15:46Z,w,2022-07-27T13:30:04Z,1636.111111,pv_2_pac
2022-07-27T13:10:46Z,w,2022-07-27T13:30:04Z,1642.111111,pv_2_pac
2022-07-27T13:05:46Z,w,2022-07-27T13:30:04Z,1633.25,pv_2_pac
2022-07-27T13:00:46Z,w,2022-07-27T13:30:03Z,1635.625,pv_2_pac
2022-07-27T12:55:46Z,w,2022-07-27T13:30:03Z,1650.777778,pv_2_pac
2022-07-27T12:50:46Z,w,2022-07-27T13:30:03Z,1645.625,pv_2_pac
2022-07-27T12:45:46Z,w,2022-07-27T13:00:03Z,1636.625,pv_2_pac
2022-07-27T12:40:47Z,w,2022-07-27T13:00:03Z,1636.25,pv_2_pac
2022-07-27T12:35:47Z,w,2022-07-27T13:00:03Z,1635.777778,pv_2_pac
2022-07-27T12:30:47Z,w,2022-07-27T13:00:03Z,1625.444444,pv_2_pac
2022-07-27T12:25:47Z,w,2022-07-27T13:00:03Z,1621.5,pv_2_pac
2022-07-27T12:20:47Z,w,2022-07-27T12:30:04Z,1622.125,pv_2_pac
2022-07-27T12:15:47Z,w,2022-07-27T12:30:04Z,1623.666667,pv_2_pac
2022-07-27T12:10:47Z,w,2022-07-27T12:30:04Z,1607.375,pv_2_pac
2022-07-27T12:05:47Z,w,2022-07-27T12:30:04Z,1591.444444,pv_2_pac
2022-07-27T12:00:47Z,w,2022-07-27T12:30:04Z,1589.0,pv_2_pac
2022-07-27T11:55:47Z,w,2022-07-27T12:30:04Z,1586.375,pv_2_pac
2022-07-27T11:50:47Z,w,2022-07-27T12:00:03Z,1578.111111,pv_2_pac
2022-07-27T11:45:47Z,w,2022-07-27T12:00:03Z,1574.375,pv_2_pac
2022-07-27T11:40:46Z,w,2022-07-27T12:00:03Z,1574.666667,pv_2_pac
2022-07-27T11:35:46Z,w,2022-07-27T12:00:03Z,1567.333333,pv_2_pac
2022-07-27T11:30:46Z,w,2022-07-27T12:00:03Z,1552.25,pv_2_pac
2022-07-27T11:25:46Z,w,2022-07-27T12:00:03Z,1538.666667,pv_2_pac
2022-07-27T11:20:45Z,w,2022-07-27T12:00:03Z,1533.0,pv_2_pac
2022-07-27T11:15:45Z,w,2022-07-27T11:30:03Z,1526.444444,pv_2_pac
2022-07-27T11:10:45Z,w,2022-07-27T11:30:03Z,1497.625,pv_2_pac
2022-07-27T11:05:45Z,w,2022-07-27T11:30:03Z,1476.222222,pv_2_pac
2022-07-27T11:00:45Z,w,2022-07-27T11:30:03Z,1465.875,pv_2_pac
2022-07-27T10:55:45Z,w,2022-07-27T11:30:03Z,1444.111111,pv_2_pac
2022-07-27T10:50:45Z,w,2022-07-27T11:00:04Z,1433.375,pv_2_pac
2022-07-27T10:45:45Z,w,2022-07-27T11:00:04Z,1421.222222,pv_2_pac
2022-07-27T10:40:45Z,w,2022-07-27T11:00:04Z,1391.375,pv_2_pac
2022-07-27T10:35:45Z,w,2022-07-27T11:00:04Z,1383.375,pv_2_pac
2022-07-27T10:30:45Z,w,2022-07-27T11:00:04Z,1346.444444,pv_2_pac
2022-07-27T10:25:45Z,w,2022-07-27T11:00:04Z,1345.75,pv_2_pac
2022-07-27T10:20:44Z,w,2022-07-27T10:30:03Z,1319.888889,pv_2_pac
2022-07-27T10:15:44Z,w,2022-07-27T10:30:03Z,1296.375,pv_2_pac
2022-07-27T10:10:44Z,w,2022-07-27T10:30:03Z,1272.444444,pv_2_pac
2022-07-27T10:05:44Z,w,2022-07-27T10:30:03Z,1252.375,pv_2_pac
2022-07-27T10:00:45Z,w,2022-07-27T10:30:03Z,1230.625,pv_2_pac
2022-07-27T09:55:45Z,w,2022-07-27T10:30:03Z,1206.222222,pv_2_pac
2022-07-27T09:50:45Z,w,2022-07-27T10:00:03Z,1195.25,pv_2_pac
2022-07-27T09:45:44Z,w,2022-07-27T10:00:03Z,1166.777778,pv_2_pac
2022-07-27T09:40:45Z,w,2022-07-27T10:00:03Z,1141.777778,pv_2_pac
2022-07-27T09:35:45Z,w,2022-07-27T10:00:03Z,1106.125,pv_2_pac
2022-07-27T09:30:45Z,w,2022-07-27T10:00:04Z,1059.444444,pv_2_pac
2022-07-27T09:25:45Z,w,2022-07-27T10:00:04Z,1015.125,pv_2_pac
2022-07-27T09:20:45Z,w,2022-07-27T09:30:04Z,1004.666667,pv_2_pac
2022-07-27T09:15:45Z,w,2022-07-27T09:30:04Z,985.375,pv_2_pac
2022-07-27T09:10:45Z,w,2022-07-27T09:30:04Z,959.666667,pv_2_pac
2022-07-27T09:05:45Z,w,2022-07-27T09:30:04Z,931.375,pv_2_pac
2022-07-27T09:00:45Z,w,2022-07-27T09:30:04Z,897.875,pv_2_pac
2022-07-27T08:55:45Z,w,2022-07-27T09:30:04Z,867.222222,pv_2_pac
2022-07-27T08:50:45Z,w,2022-07-27T09:00:03Z,833.666667,pv_2_pac
2022-07-27T08:45:45Z,w,2022-07-27T09:00:03Z,802.25,pv_2_pac
2022-07-27T08:40:44Z,w,2022-07-27T09:00:03Z,773.5,pv_2_pac
2022-07-27T08:35:44Z,w,2022-07-27T09:00:03Z,743.444444,pv_2_pac
2022-07-27T08:30:44Z,w,2022-07-27T09:00:03Z,705.25,pv_2_pac
2022-07-27T08:25:44Z,w,2022-07-27T09:00:03Z,669.222222,pv_2_pac
2022-07-27T08:20:44Z,w,2022-07-27T08:30:04Z,632.888889,pv_2_pac
2022-07-27T08:15:43Z,w,2022-07-27T08:30:04Z,599.375,pv_2_pac
2022-07-27T08:10:43Z,w,2022-07-27T08:30:04Z,566.0,pv_2_pac
2022-07-27T08:05:43Z,w,2022-07-27T08:30:03Z,529.666667,pv_2_pac
2022-07-27T08:00:43Z,w,2022-07-27T08:30:03Z,491.125,pv_2_pac
2022-07-27T07:55:43Z,w,2022-07-27T08:30:03Z,457.75,pv_2_pac
2022-07-27T07:50:43Z,w,2022-07-27T08:30:03Z,419.444444,pv_2_pac
2022-07-27T07:45:43Z,w,2022-07-27T08:00:03Z,378.875,pv_2_pac
2022-07-27T07:40:42Z,w,2022-07-27T08:00:03Z,341.333333,pv_2_pac
2022-07-27T07:35:41Z,w,2022-07-27T08:00:03Z,308.75,pv_2_pac
2022-07-27T07:30:41Z,w,2022-07-27T08:00:03Z,280.0,pv_2_pac
2022-07-27T07:25:41Z,w,2022-07-27T08:00:03Z,250.375,pv_2_pac
2022-07-27T07:20:40Z,w,2022-07-27T08:00:03Z,225.111111,pv_2_pac
2022-07-27T07:15:40Z,w,2022-07-27T07:30:03Z,199.666667,pv_2_pac
2022-07-27T07:10:40Z,w,2022-07-27T07:30:03Z,171.714286,pv_2_pac
2022-07-27T07:05:40Z,w,2022-07-27T07:30:03Z,146.111111,pv_2_pac
2022-07-27T07:00:40Z,w,2022-07-27T07:30:03Z,124.0,pv_2_pac
2022-07-27T06:55:40Z,w,2022-07-27T07:30:03Z,103.75,pv_2_pac
2022-07-27T06:50:40Z,w,2022-07-27T07:00:03Z,87.777778,pv_2_pac
2022-07-27T06:45:40Z,w,2022-07-27T07:00:03Z,74.125,pv_2_pac
2022-07-27T06:40:40Z,w,2022-07-27T07:00:03Z,65.666667,pv_2_pac
2022-07-27T06:35:40Z,w,2022-07-27T07:00:04Z,60.0,pv_2_pac
2022-07-27T06:30:40Z,w,2022-07-27T07:00:04Z,55.625,pv_2_pac
2022-07-27T06:25:40Z,w,2022-07-27T07:00:04Z,48.0,pv_2_pac
2022-07-27T06:20:40Z,w,2022-07-27T06:30:04Z,43.666667,pv_2_pac
2022-07-27T06:15:39Z,w,2022-07-27T06:30:04Z,21.5,pv_2_pac
2022-07-27T06:10:39Z,w,2022-07-27T06:30:04Z,0.0,pv_2_pac
2022-07-27T06:05:39Z,w,2022-07-27T06:30:04Z,0.0,pv_2_pac
2022-07-27T06:00:39Z,w,2022-07-27T06:30:04Z,0.0,pv_2_pac
2022-07-27T05:55:39Z,w,2022-07-27T06:30:04Z,0.0,pv_2_pac
2022-07-27T05:50:39Z,w,2022-07-27T06:00:03Z,0.0,pv_2_pac
2022-07-27T05:45:39Z,w,2022-07-27T06:00:03Z,0.0,pv_2_pac
2022-07-27T05:40:39Z,w,2022-07-27T06:00:03Z,0.0,pv_2_pac
2022-07-27T05:35:39Z,w,2022-07-27T06:00:03Z,0.0,pv_2_pac
2022-07-27T05:30:39Z,w,2022-07-27T06:00:03Z,0.0,pv_2_pac
2022-07-26T20:10:38Z,w,2022-07-26T20:30:03Z,0.0,pv_2_pac
2022-07-26T20:05:38Z,w,2022-07-26T20:30:03Z,0.0,pv_2_pac
2022-07-26T20:00:38Z,w,2022-07-26T20:30:03Z,0.0,pv_2_pac
2022-07-26T19:55:38Z,w,2022-07-26T20:30:03Z,0.0,pv_2_pac
2022-07-26T19:50:38Z,w,2022-07-26T20:30:03Z,0.0,pv_2_pac
2022-07-26T19:45:38Z,w,2022-07-26T20:00:03Z,0.0,pv_2_pac
2022-07-26T19:40:37Z,w,2022-07-26T20:00:03Z,6.0,pv_2_pac
2022-07-26T19:35:36Z,w,2022-07-26T20:00:03Z,19.25,pv_2_pac
2022-07-26T19:30:37Z,w,2022-07-26T20:00:03Z,25.888889,pv_2_pac
2022-07-26T19:25:36Z,w,2022-07-26T20:00:03Z,29.0,pv_2_pac
2022-07-26T19:20:35Z,w,2022-07-26T19:30:04Z,31.75,pv_2_pac
2022-07-26T19:15:35Z,w,2022-07-26T19:30:04Z,34.375,pv_2_pac
2022-07-26T19:10:35Z,w,2022-07-26T19:30:04Z,40.555556,pv_2_pac
2022-07-26T19:05:35Z,w,2022-07-26T19:30:04Z,45.125,pv_2_pac
2022-07-26T19:00:34Z,w,2022-07-26T19:30:04Z,51.875,pv_2_pac
2022-07-26T18:55:34Z,w,2022-07-26T19:30:04Z,62.888889,pv_2_pac
2022-07-26T18:50:34Z,w,2022-07-26T19:00:03Z,74.25,pv_2_pac
2022-07-26T18:45:34Z,w,2022-07-26T19:00:03Z,91.444444,pv_2_pac
2022-07-26T18:40:35Z,w,2022-07-26T19:00:03Z,110.0,pv_2_pac
2022-07-26T18:35:35Z,w,2022-07-26T19:00:03Z,135.666667,pv_2_pac
2022-07-26T18:30:36Z,w,2022-07-26T19:00:03Z,163.75,pv_2_pac
2022-07-26T18:25:36Z,w,2022-07-26T19:00:03Z,195.25,pv_2_pac
2022-07-26T18:20:36Z,w,2022-07-26T18:30:04Z,227.0,pv_2_pac
2022-07-26T18:15:36Z,w,2022-07-26T18:30:04Z,262.888889,pv_2_pac
2022-07-26T18:10:36Z,w,2022-07-26T18:30:04Z,299.25,pv_2_pac
2022-07-26T18:05:36Z,w,2022-07-26T18:30:04Z,334.444444,pv_2_pac
2022-07-26T18:00:36Z,w,2022-07-26T18:30:04Z,375.222222,pv_2_pac
2022-07-26T17:55:36Z,w,2022-07-26T18:30:04Z,412.375,pv_2_pac
2022-07-26T17:50:36Z,w,2022-07-26T18:00:03Z,451.111111,pv_2_pac
2022-07-26T17:45:36Z,w,2022-07-26T18:00:03Z,489.75,pv_2_pac
2022-07-26T17:40:36Z,w,2022-07-26T18:00:03Z,527.222222,pv_2_pac
2022-07-26T17:35:35Z,w,2022-07-26T18:00:03Z,568.75,pv_2_pac
2022-07-26T17:30:35Z,w,2022-07-26T18:00:03Z,608.555556,pv_2_pac
2022-07-26T17:25:35Z,w,2022-07-26T18:00:03Z,644.875,pv_2_pac
2022-07-26T17:20:35Z,w,2022-07-26T17:30:04Z,675.375,pv_2_pac
2022-07-26T17:15:35Z,w,2022-07-26T17:30:04Z,712.444444,pv_2_pac
2022-07-26T17:10:35Z,w,2022-07-26T17:30:04Z,747.111111,pv_2_pac
2022-07-26T17:05:35Z,w,2022-07-26T17:30:03Z,780.375,pv_2_pac
2022-07-26T17:00:35Z,w,2022-07-26T17:30:03Z,813.222222,pv_2_pac
2022-07-26T16:55:35Z,w,2022-07-26T17:30:03Z,847.555556,pv_2_pac
2022-07-26T16:50:35Z,w,2022-07-26T17:30:03Z,880.5,pv_2_pac
2022-07-26T16:45:35Z,w,2022-07-26T17:00:03Z,911.75,pv_2_pac
2022-07-26T16:40:34Z,w,2022-07-26T17:00:03Z,941.0,pv_2_pac
2022-07-26T16:35:34Z,w,2022-07-26T17:00:03Z,969.25,pv_2_pac
2022-07-26T16:30:34Z,w,2022-07-26T17:00:03Z,997.111111,pv_2_pac
2022-07-26T16:25:34Z,w,2022-07-26T17:00:03Z,1028.222222,pv_2_pac
2022-07-26T16:20:34Z,w,2022-07-26T17:00:03Z,1059.875,pv_2_pac
2022-07-26T16:15:33Z,w,2022-07-26T16:30:03Z,1084.777778,pv_2_pac
2022-07-26T16:10:33Z,w,2022-07-26T16:30:03Z,1114.125,pv_2_pac
2022-07-26T16:05:33Z,w,2022-07-26T16:30:03Z,1139.5,pv_2_pac
2022-07-26T16:00:33Z,w,2022-07-26T16:30:03Z,1169.111111,pv_2_pac
2022-07-26T15:55:33Z,w,2022-07-26T16:30:03Z,1195.375,pv_2_pac
2022-07-26T15:50:33Z,w,2022-07-26T16:00:04Z,1224.333333,pv_2_pac
2022-07-26T15:45:33Z,w,2022-07-26T16:00:04Z,1251.375,pv_2_pac
2022-07-26T15:40:33Z,w,2022-07-26T16:00:04Z,1276.5,pv_2_pac
2022-07-26T15:35:33Z,w,2022-07-26T16:00:04Z,1298.5,pv_2_pac
2022-07-26T15:30:33Z,w,2022-07-26T16:00:04Z,1313.333333,pv_2_pac
2022-07-26T15:25:33Z,w,2022-07-26T16:00:04Z,1331.888889,pv_2_pac
2022-07-26T15:20:33Z,w,2022-07-26T16:00:04Z,1349.375,pv_2_pac
2022-07-26T15:15:33Z,w,2022-07-26T15:30:03Z,1379.555556,pv_2_pac
2022-07-26T15:10:33Z,w,2022-07-26T15:30:03Z,1402.125,pv_2_pac
2022-07-26T15:05:33Z,w,2022-07-26T15:30:03Z,1429.125,pv_2_pac
2022-07-26T15:00:33Z,w,2022-07-26T15:30:03Z,1444.222222,pv_2_pac
2022-07-26T14:55:33Z,w,2022-07-26T15:30:03Z,1459.444444,pv_2_pac
2022-07-26T14:50:32Z,w,2022-07-26T15:00:03Z,1465.666667,pv_2_pac
2022-07-26T14:45:32Z,w,2022-07-26T15:00:03Z,1483.25,pv_2_pac
2022-07-26T14:40:32Z,w,2022-07-26T15:00:03Z,1496.625,pv_2_pac
2022-07-26T14:35:32Z,w,2022-07-26T15:00:03Z,1514.444444,pv_2_pac
2022-07-26T14:30:32Z,w,2022-07-26T15:00:03Z,1525.222222,pv_2_pac
2022-07-26T14:25:32Z,w,2022-07-26T15:00:03Z,1534.625,pv_2_pac
2022-07-26T14:20:32Z,w,2022-07-26T14:30:04Z,1536.888889,pv_2_pac
2022-07-26T14:15:32Z,w,2022-07-26T14:30:04Z,1552.333333,pv_2_pac
2022-07-26T14:10:32Z,w,2022-07-26T14:30:04Z,1564.25,pv_2_pac
2022-07-26T14:05:32Z,w,2022-07-26T14:30:04Z,1577.111111,pv_2_pac
2022-07-26T14:00:32Z,w,2022-07-26T14:30:04Z,1577.375,pv_2_pac
2022-07-26T13:55:31Z,w,2022-07-26T14:30:04Z,1579.5,pv_2_pac
2022-07-26T13:50:31Z,w,2022-07-26T14:30:04Z,1596.666667,pv_2_pac
2022-07-26T13:45:31Z,w,2022-07-26T14:00:03Z,1602.444444,pv_2_pac
2022-07-26T13:40:30Z,w,2022-07-26T14:00:03Z,1604.0,pv_2_pac
2022-07-26T13:35:30Z,w,2022-07-26T14:00:03Z,1611.333333,pv_2_pac
2022-07-26T13:30:30Z,w,2022-07-26T14:00:03Z,1622.625,pv_2_pac
2022-07-26T13:25:30Z,w,2022-07-26T14:00:03Z,1633.333333,pv_2_pac
2022-07-26T13:20:30Z,w,2022-07-26T14:00:03Z,1635.625,pv_2_pac
2022-07-26T13:15:30Z,w,2022-07-26T13:30:04Z,1644.25,pv_2_pac
2022-07-26T13:10:30Z,w,2022-07-26T13:30:04Z,1647.777778,pv_2_pac
2022-07-26T13:05:31Z,w,2022-07-26T13:30:04Z,1636.75,pv_2_pac
2022-07-26T13:00:31Z,w,2022-07-26T13:30:04Z,1634.0,pv_2_pac
2022-07-26T12:55:31Z,w,2022-07-26T13:30:04Z,1637.75,pv_2_pac
2022-07-26T12:50:31Z,w,2022-07-26T13:00:04Z,1639.111111,pv_2_pac
2022-07-26T12:45:31Z,w,2022-07-26T13:00:04Z,1638.0,pv_2_pac
2022-07-26T12:40:31Z,w,2022-07-26T13:00:04Z,1635.857143,pv_2_pac
2022-07-26T12:35:30Z,w,2022-07-26T13:00:04Z,1646.375,pv_2_pac
2022-07-26T12:30:30Z,w,2022-07-26T13:00:04Z,1642.888889,pv_2_pac
2022-07-26T12:25:30Z,w,2022-07-26T13:00:04Z,1645.888889,pv_2_pac
2022-07-26T12:20:31Z,w,2022-07-26T13:00:04Z,1641.125,pv_2_pac
2022-07-26T12:15:31Z,w,2022-07-26T12:30:03Z,1623.666667,pv_2_pac
2022-07-26T12:10:30Z,w,2022-07-26T12:30:03Z,1607.875,pv_2_pac
2022-07-26T12:05:30Z,w,2022-07-26T12:30:03Z,1600.25,pv_2_pac
2022-07-26T12:00:30Z,w,2022-07-26T12:30:03Z,1580.222222,pv_2_pac
2022-07-26T11:55:30Z,w,2022-07-26T12:30:03Z,1573.25,pv_2_pac
2022-07-26T11:50:29Z,w,2022-07-26T12:00:03Z,1569.75,pv_2_pac
2022-07-26T11:45:29Z,w,2022-07-26T12:00:03Z,1567.6,pv_2_pac
2022-07-26T11:40:00Z,w,2022-07-26T12:00:04Z,1558.571429,pv_2_pac
2022-07-26T11:35:49Z,w,2022-07-26T12:00:04Z,1553.222222,pv_2_pac
2022-07-26T11:30:49Z,w,2022-07-26T12:00:04Z,1537.0,pv_2_pac
2022-07-26T11:25:49Z,w,2022-07-26T12:00:04Z,1521.777778,pv_2_pac
2022-07-26T11:20:49Z,w,2022-07-26T11:30:04Z,1509.5,pv_2_pac
2022-07-26T11:15:49Z,w,2022-07-26T11:30:04Z,1502.888889,pv_2_pac
2022-07-26T11:10:49Z,w,2022-07-26T11:30:04Z,1496.375,pv_2_pac
2022-07-26T11:05:49Z,w,2022-07-26T11:30:04Z,1482.555556,pv_2_pac
2022-07-26T11:00:49Z,w,2022-07-26T11:30:04Z,1458.888889,pv_2_pac
2022-07-26T10:55:49Z,w,2022-07-26T11:30:04Z,1437.5,pv_2_pac
2022-07-26T10:50:49Z,w,2022-07-26T11:30:04Z,1413.777778,pv_2_pac
2022-07-26T10:45:49Z,w,2022-07-26T11:00:03Z,1395.375,pv_2_pac
2022-07-26T10:40:48Z,w,2022-07-26T11:00:03Z,1370.375,pv_2_pac
2022-07-26T10:35:48Z,w,2022-07-26T11:00:03Z,1351.222222,pv_2_pac
2022-07-26T10:30:48Z,w,2022-07-26T11:00:03Z,1341.125,pv_2_pac
2022-07-26T10:25:47Z,w,2022-07-26T11:00:03Z,1323.111111,pv_2_pac
2022-07-26T10:20:47Z,w,2022-07-26T10:30:04Z,1304.777778,pv_2_pac
2022-07-26T10:15:47Z,w,2022-07-26T10:30:04Z,1287.875,pv_2_pac
2022-07-26T10:10:47Z,w,2022-07-26T10:30:04Z,1263.333333,pv_2_pac
2022-07-26T10:05:47Z,w,2022-07-26T10:30:04Z,1240.666667,pv_2_pac
2022-07-26T10:00:47Z,w,2022-07-26T10:30:03Z,1221.0,pv_2_pac
2022-07-26T09:55:47Z,w,2022-07-26T10:30:03Z,1195.625,pv_2_pac
2022-07-26T09:50:47Z,w,2022-07-26T10:30:03Z,1172.111111,pv_2_pac
2022-07-26T09:45:47Z,w,2022-07-26T10:00:04Z,1154.125,pv_2_pac
2022-07-26T09:40:47Z,w,2022-07-26T10:00:04Z,1131.333333,pv_2_pac
2022-07-26T09:35:47Z,w,2022-07-26T10:00:04Z,1105.5,pv_2_pac
2022-07-26T09:30:47Z,w,2022-07-26T10:00:04Z,1072.333333,pv_2_pac
2022-07-26T09:25:46Z,w,2022-07-26T10:00:04Z,1038.25,pv_2_pac
2022-07-26T09:20:47Z,w,2022-07-26T10:00:04Z,1010.444444,pv_2_pac
2022-07-26T09:15:47Z,w,2022-07-26T09:30:03Z,978.75,pv_2_pac
2022-07-26T09:10:46Z,w,2022-07-26T09:30:03Z,952.875,pv_2_pac
2022-07-26T09:05:46Z,w,2022-07-26T09:30:03Z,921.777778,pv_2_pac
2022-07-26T09:00:46Z,w,2022-07-26T09:30:03Z,891.5,pv_2_pac
2022-07-26T08:55:46Z,w,2022-07-26T09:30:03Z,863.111111,pv_2_pac
2022-07-26T08:50:46Z,w,2022-07-26T09:00:04Z,831.888889,pv_2_pac
2022-07-26T08:45:46Z,w,2022-07-26T09:00:04Z,796.5,pv_2_pac
2022-07-26T08:40:46Z,w,2022-07-26T09:00:04Z,761.625,pv_2_pac
2022-07-26T08:35:46Z,w,2022-07-26T09:00:03Z,730.666667,pv_2_pac
2022-07-26T08:30:46Z,w,2022-07-26T09:00:03Z,689.0,pv_2_pac
2022-07-26T08:25:45Z,w,2022-07-26T09:00:03Z,661.333333,pv_2_pac
2022-07-26T08:20:45Z,w,2022-07-26T09:00:03Z,509.333333,pv_2_pac
2022-07-26T08:15:45Z,w,2022-07-26T08:30:03Z,595.0,pv_2_pac
2022-07-26T08:10:45Z,w,2022-07-26T08:30:03Z,558.25,pv_2_pac
2022-07-26T08:05:44Z,w,2022-07-26T08:30:03Z,518.777778,pv_2_pac
2022-07-26T08:00:44Z,w,2022-07-26T08:30:03Z,481.625,pv_2_pac
2022-07-26T07:55:44Z,w,2022-07-26T08:30:03Z,440.0,pv_2_pac
2022-07-26T07:50:44Z,w,2022-07-26T08:00:03Z,401.25,pv_2_pac
2022-07-26T07:45:44Z,w,2022-07-26T08:00:03Z,366.444444,pv_2_pac
2022-07-26T07:40:44Z,w,2022-07-26T08:00:03Z,331.875,pv_2_pac
2022-07-26T07:35:43Z,w,2022-07-26T08:00:04Z,295.555556,pv_2_pac
2022-07-26T07:30:43Z,w,2022-07-26T08:00:04Z,260.25,pv_2_pac
2022-07-26T07:25:43Z,w,2022-07-26T08:00:04Z,228.875,pv_2_pac
2022-07-26T07:20:43Z,w,2022-07-26T08:00:04Z,197.444444,pv_2_pac
2022-07-26T07:15:43Z,w,2022-07-26T07:30:03Z,165.0,pv_2_pac
2022-07-26T07:10:43Z,w,2022-07-26T07:30:03Z,137.875,pv_2_pac
2022-07-26T07:05:43Z,w,2022-07-26T07:30:03Z,114.888889,pv_2_pac
2022-07-26T07:00:43Z,w,2022-07-26T07:30:03Z,94.5,pv_2_pac
2022-07-26T06:55:43Z,w,2022-07-26T07:30:03Z,78.5,pv_2_pac
2022-07-26T06:50:43Z,w,2022-07-26T07:00:03Z,66.0,pv_2_pac
2022-07-26T06:45:43Z,w,2022-07-26T07:00:03Z,56.111111,pv_2_pac
2022-07-26T06:40:43Z,w,2022-07-26T07:00:03Z,44.25,pv_2_pac
2022-07-26T06:35:43Z,w,2022-07-26T07:00:03Z,41.555556,pv_2_pac
2022-07-26T06:30:43Z,w,2022-07-26T07:00:03Z,39.5,pv_2_pac
2022-07-26T06:25:42Z,w,2022-07-26T07:00:03Z,21.666667,pv_2_pac
2022-07-26T06:20:42Z,w,2022-07-26T07:00:03Z,0.0,pv_2_pac
2022-07-26T06:15:42Z,w,2022-07-26T06:30:04Z,0.0,pv_2_pac
